Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.01999999
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001500602
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.002750595
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001449405
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001353394
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001283702
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001313903
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001589201
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001412294
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001301906
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001629599
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001481796
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001382603
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001309602
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001284694
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001357306
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001349398
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.0014464
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001383
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001433
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001834099
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001602601
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001379599
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001325404
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001399794
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001339399
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001326105
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001339094
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.0013696
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001328302
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001339598
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001424603
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001421499
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001563003
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001580697
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001486898
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001272399
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001323002
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001289803
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001338598
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001388003
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001312698
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001290001
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001529897
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001484503
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.002414498
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001360098
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.0013437
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001291199
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.0014544
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.0012875
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001279004
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001307497
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001323399
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001411005
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001435197
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001313003
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.0014518
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001294501
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001276098
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001260899
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001268899
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001237004
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001262698
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001449497
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001593105
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.002151396
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001781399
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.004785403
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001639201
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001441702
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001318098
Nearest Food: Food(Clone) (UnityEngine.GameObject), FoodX: -8.294315, FoodY: -5.597408, AlifeX: 0, AlifeY: 0, Radius: 1, isDead: False, Vx: 0.1, Vy: 0.2, DeltaTime: 0.001248399
